id,game_id,timestamp,host,event,amount
1,1736124,"2019-12-15 20:24:31",1,gl,0
2,1736124,"2019-12-15 20:24:31",0,gl,2
3,1736124,"2019-12-15 19:47:12",1,sh,5
4,1736124,"2019-12-15 19:49:12",0,sh,15
5,1736124,"2019-12-15 19:53:12",1,sg,1
6,1736124,"2019-12-15 19:53:12",0,sg,4
7,1736124,"2019-12-15 20:05:31",1,fl,13
8,1736124,"2019-12-15 19:47:12",0,fl,4
9,1736124,"2019-12-15 19:45:55",1,ck,1
10,1736124,"2019-12-15 20:24:31",0,ck,5
11,1736124,"2019-12-15 20:10:31",1,of,3
12,1736124,"2019-12-15 19:53:12",0,of,1
13,1736124,"2019-12-15 20:24:31",1,yc,3
14,1736124,"2019-12-15 20:24:31",0,yc,2
15,1736124,"2019-12-15 19:45:55",1,bp,41
16,1736124,"2019-12-15 19:45:55",0,bp,59
17,1736124,"2019-12-15 20:00:30",1,sv,2
18,1736124,"2019-12-15 19:53:12",0,sv,1
19,1758601,"2019-12-15 19:47:12",1,gl,3
20,1758601,"2019-12-15 19:53:12",0,gl,0
21,1758601,"2019-12-15 19:47:12",1,sh,11
22,1758601,"2019-12-15 19:51:12",0,sh,4
23,1758601,"2019-12-15 19:47:12",1,sg,5
24,1758601,"2019-12-15 19:51:12",0,sg,1
25,1758601,"2019-12-15 19:53:12",1,ck,3
26,1758601,"2019-12-15 19:53:12",0,ck,2
27,1758601,"2019-12-15 19:53:12",1,yc,2
28,1758601,"2019-12-15 19:53:12",0,yc,5
29,1758601,"2019-12-15 19:45:55",1,bp,54
30,1758601,"2019-12-15 19:45:55",0,bp,46
31,1742892,"2019-12-15 19:53:12",1,gl,0
32,1742892,"2019-12-15 20:33:01",0,gl,0
33,1742892,"2019-12-15 19:53:12",1,sh,3
34,1742892,"2019-12-15 19:53:12",0,sh,5
35,1742892,"2019-12-15 19:53:12",1,sg,1
36,1742892,"2019-12-15 20:33:01",0,sg,2
37,1742892,"2019-12-15 19:53:12",1,fl,5
38,1742892,"2019-12-15 19:53:12",0,fl,12
39,1742892,"2019-12-15 19:53:12",1,ck,3
40,1742892,"2019-12-15 20:33:01",0,ck,0
41,1742892,"2019-12-15 20:33:01",1,yc,1
42,1742892,"2019-12-15 19:53:12",0,yc,2
43,1742892,"2019-12-15 19:45:55",1,bp,51
44,1742892,"2019-12-15 19:45:55",0,bp,49
45,1742892,"2019-12-15 20:33:01",1,sv,2
46,1742892,"2019-12-15 20:33:01",0,sv,0
47,1742898,"2019-12-15 19:53:12",1,gl,0
48,1742898,"2019-12-15 19:53:12",0,gl,0
49,1742898,"2019-12-15 19:53:12",1,sh,7
50,1742898,"2019-12-15 19:53:12",0,sh,5
51,1742898,"2019-12-15 19:53:12",1,sg,3
52,1742898,"2019-12-15 19:53:12",0,sg,2
53,1742898,"2019-12-15 19:49:12",1,fl,5
54,1742898,"2019-12-15 19:49:12",0,fl,9
55,1742898,"2019-12-15 19:53:12",1,ck,1
56,1742898,"2019-12-15 19:53:12",0,ck,2
57,1742898,"2019-12-15 19:53:12",1,yc,2
58,1742898,"2019-12-15 19:53:12",0,yc,1
59,1742898,"2019-12-15 19:45:55",1,bp,58
60,1742898,"2019-12-15 19:45:55",0,bp,42
61,1742898,"2019-12-15 19:53:12",1,sv,1
62,1742898,"2019-12-15 19:53:12",0,sv,3
63,1752368,"2019-12-15 20:33:01",1,gl,0
64,1752368,"2019-12-15 20:33:01",0,gl,0
65,1752368,"2019-12-15 19:53:12",1,sh,4
66,1752368,"2019-12-15 19:53:12",0,sh,3
67,1752368,"2019-12-15 20:33:01",1,sg,2
68,1752368,"2019-12-15 19:53:12",0,sg,1
69,1752368,"2019-12-15 20:33:01",1,ck,2
70,1752368,"2019-12-15 19:53:12",0,ck,1
71,1752368,"2019-12-15 19:53:12",1,yc,1
72,1752368,"2019-12-15 19:53:12",0,yc,1
73,1752368,"2019-12-15 19:45:55",1,bp,51
74,1752368,"2019-12-15 19:45:55",0,bp,49
75,1737721,"2019-12-15 19:53:12",1,gl,1
76,1737721,"2019-12-15 20:33:01",0,gl,1
77,1737721,"2019-12-15 19:53:12",1,sh,4
78,1737721,"2019-12-15 19:53:12",0,sh,7
79,1737721,"2019-12-15 19:53:12",1,sg,2
80,1737721,"2019-12-15 19:53:12",0,sg,3
81,1737721,"2019-12-15 19:53:12",1,fl,4
82,1737721,"2019-12-15 19:47:12",0,fl,7
83,1737721,"2019-12-15 19:53:12",1,ck,5
84,1737721,"2019-12-15 19:47:12",0,ck,3
85,1737721,"2019-12-15 19:53:12",1,of,0
86,1737721,"2019-12-15 19:53:12",0,of,1
87,1737721,"2019-12-15 19:45:55",1,bp,42
88,1737721,"2019-12-15 19:45:55",0,bp,58
89,1737721,"2019-12-15 20:31:01",1,sv,2
90,1737721,"2019-12-15 20:33:01",0,sv,2
91,1748069,"2019-12-15 20:33:01",1,gl,0
92,1748069,"2019-12-15 20:33:01",0,gl,0
93,1748069,"2019-12-15 19:45:56",1,sh,4
94,1748069,"2019-12-15 19:47:13",0,sh,6
95,1748069,"2019-12-15 19:53:12",1,sg,0
96,1748069,"2019-12-15 19:53:12",0,sg,2
97,1748069,"2019-12-15 19:53:12",1,ck,1
98,1748069,"2019-12-15 19:53:12",0,ck,2
99,1748069,"2019-12-15 20:33:01",1,yc,1
100,1748069,"2019-12-15 19:53:12",0,yc,0
101,1748069,"2019-12-15 19:45:56",1,bp,60
102,1748069,"2019-12-15 19:45:56",0,bp,40
103,1748071,"2019-12-15 20:28:00",1,gl,0
104,1748071,"2019-12-15 19:53:12",0,gl,1
105,1748071,"2019-12-15 19:47:13",1,sh,4
106,1748071,"2019-12-15 19:53:12",0,sh,4
107,1748071,"2019-12-15 19:47:13",1,sg,3
108,1748071,"2019-12-15 19:53:12",0,sg,1
109,1748071,"2019-12-15 19:45:56",1,ck,3
110,1748071,"2019-12-15 20:33:01",0,ck,0
111,1748071,"2019-12-15 20:33:01",1,yc,1
112,1748071,"2019-12-15 19:47:13",0,yc,1
113,1748071,"2019-12-15 19:49:12",1,bp,45
114,1748071,"2019-12-15 19:49:12",0,bp,55
115,1823469,"2019-12-15 20:33:01",1,gl,1
116,1823469,"2019-12-15 20:33:01",0,gl,0
117,1823469,"2019-12-15 19:45:56",1,sh,2
118,1823469,"2019-12-15 20:08:31",0,sh,3
119,1823469,"2019-12-15 19:45:56",1,sg,1
120,1823469,"2019-12-15 20:20:30",0,sg,2
121,1823469,"2019-12-15 20:33:01",1,ck,3
122,1823469,"2019-12-15 20:20:30",0,ck,0
123,1823469,"2019-12-15 20:06:31",1,bp,43
124,1823469,"2019-12-15 20:06:31",0,bp,57
125,1737721,"2019-12-15 19:47:12",1,bp,43
126,1737721,"2019-12-15 19:47:12",0,bp,57
141,1736124,"2019-12-15 19:47:12",1,ck,2
142,1736124,"2019-12-15 19:49:12",1,bp,42
143,1736124,"2019-12-15 19:49:12",0,bp,58
159,1742898,"2019-12-15 19:47:12",1,bp,57
160,1742898,"2019-12-15 19:47:12",0,bp,43
175,1742892,"2019-12-15 19:53:12",1,bp,50
176,1742892,"2019-12-15 19:53:12",0,bp,50
191,1752368,"2019-12-15 19:53:12",1,bp,52
192,1752368,"2019-12-15 19:53:12",0,bp,48
203,1758601,"2019-12-15 19:53:12",1,bp,55
204,1758601,"2019-12-15 19:53:12",0,bp,45
215,1748071,"2019-12-15 20:33:01",1,ck,4
216,1748071,"2019-12-15 19:53:12",1,bp,46
217,1748071,"2019-12-15 19:53:12",0,bp,54
227,1748069,"2019-12-15 19:53:12",1,sh,5
228,1748069,"2019-12-15 19:47:13",1,bp,62
229,1748069,"2019-12-15 19:47:13",0,bp,38
239,1823469,"2019-12-15 19:47:13",1,gl,0
240,1823469,"2019-12-15 19:49:12",1,sh,3
241,1823469,"2019-12-15 20:33:01",1,sg,2
249,1758601,"2019-12-15 19:53:12",1,gl,4
250,1758601,"2019-12-15 19:53:12",1,sh,12
251,1758601,"2019-12-15 19:53:12",1,sg,6
261,1742898,"2019-12-15 19:53:12",1,rc,0
262,1742898,"2019-12-15 19:53:12",0,rc,1
263,1742898,"2019-12-15 19:51:12",1,bp,55
264,1742898,"2019-12-15 19:51:12",0,bp,45
279,1736124,"2019-12-15 19:49:12",1,sh,6
280,1736124,"2019-12-15 19:53:12",0,fl,5
281,1736124,"2019-12-15 19:49:12",1,ck,3
297,1737721,"2019-12-15 19:53:12",0,fl,8
298,1737721,"2019-12-15 19:53:12",0,ck,4
299,1737721,"2019-12-15 19:53:12",1,bp,41
300,1737721,"2019-12-15 19:53:12",0,bp,59
325,1742892,"2019-12-15 19:53:12",1,of,0
326,1742892,"2019-12-15 19:53:12",0,of,1
343,1748069,"2019-12-15 19:53:12",0,sh,7
344,1748069,"2019-12-15 19:53:12",1,bp,61
345,1748069,"2019-12-15 19:53:12",0,bp,39
355,1748071,"2019-12-15 19:53:12",1,sh,6
356,1748071,"2019-12-15 20:29:01",1,sg,4
357,1748071,"2019-12-15 19:53:12",0,yc,2
367,1823469,"2019-12-15 20:32:01",1,bp,41
368,1823469,"2019-12-15 20:32:01",0,bp,59
393,1736124,"2019-12-15 19:51:12",1,sh,7
394,1736124,"2019-12-15 19:53:12",0,sh,16
395,1736124,"2019-12-15 20:18:30",1,ck,4
396,1736124,"2019-12-15 19:53:12",1,bp,43
397,1736124,"2019-12-15 19:53:12",0,bp,57
411,1742898,"2019-12-15 19:53:12",1,fl,6
412,1742898,"2019-12-15 19:53:12",0,fl,10
495,1823469,"2019-12-15 20:06:31",1,sh,4
496,1823469,"2019-12-15 20:20:30",1,bp,42
497,1823469,"2019-12-15 20:20:30",0,bp,58
505,1742898,"2019-12-15 19:53:12",1,bp,56
506,1742898,"2019-12-15 19:53:12",0,bp,44
557,1758601,"2019-12-15 19:53:12",0,sh,5
558,1758601,"2019-12-15 19:53:12",0,sg,2
569,1736124,"2019-12-15 19:53:12",1,sh,8
633,1723430,"2019-12-15 20:00:26",1,gl,3
634,1723430,"2019-12-15 20:00:26",0,gl,1
635,1723430,"2019-12-15 20:00:26",1,sh,10
636,1723430,"2019-12-15 20:00:26",0,sh,20
637,1723430,"2019-12-15 20:00:26",1,sg,6
638,1723430,"2019-12-15 20:00:26",0,sg,8
639,1723430,"2019-12-15 20:00:26",1,fl,11
